sample_id,task_id,risk_score,bsod_state,core_events,rk_events
2602,2602,5,NO,144,0
2603,2603,6,NO,374,0
2604,2604,5,NO,3565,0
2605,2605,1,NO,75,0
2606,2606,4,NO,66,0
2607,2607,4,NO,11,0
2608,2608,6,NO,484,0
2609,2609,1,NO,2,0
2610,2610,4,NO,54,0
2611,2611,4,NO,86,0
2612,2612,4,NO,55,0
2613,2613,4,NO,68,0
2614,2614,4,NO,9,0
2615,2615,6,NO,2,0
2616,2616,1,NO,2,0
2617,2617,1,NO,69,0
2618,2618,1,NO,2,0
2619,2619,7,NO,19238,0
2620,2620,5,NO,5176,0
2621,2621,4,NO,142,0
2622,2622,4,NO,71,0
2623,2623,6,NO,523,0
2624,2624,5,NO,3766,0
2625,2625,5,NO,4479,0
2626,2626,6,NO,2,0
2627,2627,5,NO,390,0
2628,2628,1,NO,73,0
2629,2629,1,NO,141,0
2630,2630,5,NO,535,0
2631,2631,5,NO,3641,0
2632,2632,4,NO,138,0
2633,2633,4,NO,81,0
2634,2634,1,NO,116,0
2635,2635,4,NO,4,0
2636,2636,5,NO,143,0
2637,2637,5,NO,3678,0
2638,2638,4,NO,281,0
2639,2639,6,NO,10,0
2640,2640,6,NO,416,0
2641,2641,4,NO,101,0
2642,2642,4,NO,11,0
2643,2643,5,NO,166,0
2644,2644,1,NO,149,0
2645,2645,1,NO,2,0
2646,2646,6,NO,321,0
2647,2647,6,NO,657,0
2648,2648,5,NO,165,0
2649,2649,6,NO,347,0
2650,2650,1,NO,2,0
2651,2651,6,NO,402,0
2652,2652,5,NO,4233,0
2653,2653,6,NO,2,0
2654,2654,4,NO,2,0
2655,2655,4,NO,10,0
2656,2656,5,NO,174,0
2657,2657,1,NO,2,0
2658,2658,1,NO,2,0
2659,2659,4,NO,10,0
2660,2660,5,NO,3558,0
2661,2661,6,NO,490,0
2662,2662,6,NO,354,0
2663,2663,5,NO,165,0
2664,2664,5,NO,158,0
2665,2665,1,NO,2,0
2666,2666,6,NO,347,0
2667,2667,7,NO,468,0
2668,2668,1,NO,2,0
2669,2669,5,NO,346,0
2670,2670,6,NO,406,0
2671,2671,5,NO,166,0
2672,2672,4,NO,85,0
2673,2673,1,NO,142,0
2674,2674,6,NO,1778,0
2675,2675,4,NO,4,0
2676,2676,5,NO,5042,0
2677,2677,6,NO,11,0
2678,2678,5,NO,74,0
2679,2679,4,NO,2,0
2680,2680,5,NO,337,0
2681,2681,8,NO,1391,0
2682,2682,1,NO,126,0
2683,2683,5,NO,196,0
2684,2684,6,NO,171,0
2685,2685,5,NO,242,0
2686,2686,7,NO,138,0
2687,2687,5,NO,205,0
2688,2688,6,NO,355,0
2689,2689,5,NO,166,0
2690,2690,1,NO,10,0
2691,2691,7,NO,5977,0
2692,2692,1,NO,2,0
2693,2693,1,NO,93,0
2694,2694,7,NO,285,0
2695,2695,4,NO,55,0
2696,2696,6,NO,143,0
2697,2697,5,NO,143,0
2698,2698,4,NO,31,0
2699,2699,4,NO,141,0
2700,2700,1,NO,2,0
2701,2701,4,NO,4,0
2702,2702,3,NO,78,0
2703,2703,1,NO,139,0
2704,2704,6,NO,322,0
2705,2705,4,NO,182,0
2706,2706,4,NO,2,0
2707,2707,4,NO,2,0
2708,2708,6,NO,56,0
2709,2709,6,NO,430,0
2710,2710,1,NO,10,0
2711,2711,5,NO,248,0
2712,2712,1,NO,72,0
2713,2713,3,NO,241,0
2714,2714,4,NO,16,0
2715,2715,4,NO,92,0
2716,2716,7,NO,159,0
2717,2717,4,NO,85,0
2718,2718,5,NO,2,0
2719,2719,4,NO,9,0
2720,2720,5,NO,2,0
2721,2721,4,NO,137,0
2722,2722,6,NO,171,0
2723,2723,7,NO,285,0
2724,2724,4,NO,11,0
2725,2725,6,NO,368,0
2726,2726,6,NO,581,0
2727,2727,1,NO,69,0
2728,2728,5,NO,144,0
2729,2729,6,NO,375,0
2730,2730,5,NO,358,0
2731,2731,1,NO,166,0
2732,2732,4,NO,9,0
2733,2733,6,NO,1136,0
2734,2734,5,NO,242,0
2735,2735,1,NO,10,0
2736,2736,5,NO,4745,0
2737,2737,5,NO,265,0
2738,2738,6,NO,665,0
2739,2739,6,NO,2,0
2740,2740,6,NO,29495,0
2741,2741,6,NO,355,0
2742,2742,5,NO,584,0
2743,2743,4,NO,69,0
2744,2744,6,NO,10,0
2745,2745,1,NO,86,0
2746,2746,6,NO,465,0
2747,2747,6,NO,391,0
2748,2748,5,NO,166,0
2749,2749,6,NO,300,0
2750,2750,5,NO,1509,0
2751,2751,3,NO,73,0
2752,2752,4,NO,2,0
2753,2753,5,NO,165,0
2754,2754,5,NO,3408,0
2755,2755,1,NO,10,0
2756,2756,6,NO,352,0
2757,2757,5,NO,156,0
2758,2758,4,NO,137,0
2759,2759,1,NO,149,0
2760,2760,5,NO,152,0
2761,2761,6,NO,622,0
2762,2762,4,NO,10,0
2763,2763,6,NO,2,0
2764,2764,4,NO,141,0
2765,2765,1,NO,2,0
2766,2766,5,NO,3554,0
2767,2767,4,NO,15,0
2768,2768,5,NO,265,0
2769,2769,4,NO,133,0
2770,2770,5,NO,1087,0
2771,2771,6,NO,349,0
2772,2772,6,NO,355,0
2773,2773,5,NO,3424,0
2774,2774,4,NO,2,0
2775,2775,4,NO,86,0
2776,2776,7,NO,1685,0
2777,2777,6,NO,402,0
2778,2778,6,NO,3532,0
2779,2779,4,NO,74,0
2780,2780,5,NO,144,0
2781,2781,5,NO,190,0
2782,2782,4,NO,63,0
2783,2783,6,NO,131,0
2784,2784,6,NO,3533,0
2785,2785,5,NO,5935,0
2786,2786,2,NO,2,0
2787,2787,6,NO,189,0
2788,2788,5,NO,166,0
2789,2789,4,NO,3,0
2790,2790,6,NO,417,0
2791,2791,6,NO,9,0
2792,2792,4,NO,68,0
2793,2793,5,NO,371,0
2794,2794,5,NO,120,0
2795,2795,6,NO,384,0
2796,2796,1,NO,86,0
2797,2797,2,NO,2,0
2798,2798,6,NO,194,0
2799,2799,1,NO,88,0
2800,2800,5,NO,3957,0
2801,2801,4,NO,2,0
2802,2802,5,NO,149,0
2803,2803,6,NO,85,0
2804,2804,4,NO,163,0
2805,2805,4,NO,3,0
2806,2806,4,NO,80,0
2807,2807,6,NO,678,0
2808,2808,5,NO,144,0
2809,2809,5,NO,4003,0
2810,2810,5,NO,166,0
2811,2811,5,NO,5721,0
2812,2812,6,NO,427,0
2813,2813,5,NO,3,0
2814,2814,7,NO,444,0
2815,2815,4,NO,2,0
2816,2816,6,NO,368,0
2817,2817,5,NO,144,0
2818,2818,4,NO,92,0
2819,2819,6,NO,401,0
2820,2820,5,NO,144,0
2821,2821,5,NO,168,0
2822,2822,4,NO,2,0
2823,2823,6,NO,456,0
2824,2824,5,NO,3411,0
2825,2825,6,NO,386,0
2826,2826,5,NO,5403,0
2827,2827,5,NO,3457,0
2828,2828,6,NO,2218,0
2829,2829,5,NO,5550,0
2830,2830,4,NO,85,0
2831,2831,1,NO,57,0
2832,2832,1,NO,2,0
2833,2833,6,NO,187,0
2834,2834,6,NO,177,0
2835,2835,6,NO,345,0
2836,2836,6,NO,414,0
2837,2837,4,NO,16,0
2838,2838,1,NO,164,0
2839,2839,8,NO,1392,0
2840,2840,4,NO,2,0
2841,2841,6,NO,159,0
2842,2842,5,NO,166,0
2843,2843,7,NO,757,0
2844,2844,4,NO,86,0
2845,2845,1,NO,128,0
2846,2846,4,NO,2,0
2847,2847,5,NO,3646,0
2848,2848,4,NO,137,0
2849,2849,1,NO,Task Error,Task Error
2850,2850,7,NO,374,0
2851,2851,4,NO,55,0
2852,2852,5,NO,4109,0
2853,2853,4,NO,75,0
2854,2854,4,NO,11,0
2855,2855,3,NO,74,0
2856,2856,6,NO,368,0
2857,2857,5,NO,320,0
2858,2858,1,NO,10,0
2859,2859,1,NO,2,0
2860,2860,4,NO,130,0
2861,2861,5,NO,144,0
2862,2862,7,NO,1079,0
2863,2863,4,NO,212,0
2864,2864,5,NO,166,0
2865,2865,1,NO,2,0
2866,2866,6,NO,4,0
2867,2867,6,NO,4381,0
2868,2868,5,NO,175,0
2869,2869,5,NO,398,0
2870,2870,4,NO,3,0
2871,2871,5,NO,3405,0
2872,2872,1,NO,130,0
2873,2873,4,NO,3,0
2874,2874,5,NO,166,0
2875,2875,6,NO,379,0
2876,2876,1,NO,156,0
2877,2877,6,NO,10723,0
2878,2878,3,NO,151,0
2879,2879,1,NO,149,0
2880,2880,4,NO,4,0
2881,2881,6,NO,85,0
2882,2882,1,NO,183,0
2883,2883,4,NO,153,0
2884,2884,4,NO,5,0
2885,2885,6,NO,2391,0
2886,2886,1,NO,2,0
2887,2887,6,NO,308,0
2888,2888,4,NO,179,0
2889,2889,6,NO,369,0
2890,2890,5,NO,7040,0
2891,2891,4,NO,2,0
2892,2892,4,NO,11,0
2893,2893,5,NO,2485,0
2894,2894,5,NO,144,0
2895,2895,6,NO,297,0
2896,2896,1,NO,2,0
2897,2897,5,NO,15,0
2898,2898,1,NO,89,0
2899,2899,5,NO,166,0
2900,2900,1,NO,11,0
2901,2901,5,NO,111,0
2902,2902,4,NO,11,0
2903,2903,6,NO,1038,0
2904,2904,6,NO,185,0
2905,2905,5,NO,166,0
2906,2906,6,NO,543,0
2907,2907,4,NO,162,0
2908,2908,1,NO,2,0
2909,2909,6,NO,1176,0
2910,2910,6,NO,73,0
2911,2911,4,NO,167,0
2912,2912,5,NO,6148,0
2913,2913,7,NO,1841,0
2914,2914,5,NO,42395,0
2915,2915,1,NO,79,0
2916,2916,4,NO,77,0
2917,2917,5,NO,645,0
2918,2918,1,NO,149,0
2919,2919,6,NO,575,0
2920,2920,1,NO,2,0
2921,2921,4,NO,15,0
2922,2922,5,NO,166,0
2923,2923,6,NO,299,0
2924,2924,6,NO,608,0
2925,2925,4,NO,86,0
2926,2926,4,NO,2,0
2927,2927,4,NO,73,0
2928,2928,1,NO,2,0
2929,2929,6,NO,1761,0
2930,2930,6,NO,178,0
2931,2931,6,NO,6537,0
2932,2932,3,NO,10,0
2933,2933,4,NO,94,0
2934,2934,3,NO,2,0
2935,2935,6,NO,3,0
2936,2936,5,NO,331,0
2937,2937,5,NO,3947,0
2938,2938,6,NO,340,0
2939,2939,6,NO,26,0
2940,2940,6,NO,2,0
2941,2941,5,NO,572,0
2942,2942,4,NO,22,0
2943,2943,1,NO,75,0
2944,2944,1,NO,92,0
2945,2945,6,NO,345,0
2946,2946,5,NO,3986,0
2947,2947,5,NO,166,0
2948,2948,6,NO,175,0
2949,2949,4,NO,10,0
2950,2950,5,NO,3576,0
2951,2951,6,NO,85,0
2952,2952,4,NO,86,0
2953,2953,6,NO,365,0
2954,2954,1,NO,73,0
2955,2955,5,NO,584,0
2956,2956,4,NO,10,0
2957,2957,6,NO,321,0
2958,2958,5,NO,130,0
2959,2959,6,NO,274,0
2960,2960,6,NO,210,0
2961,2961,5,NO,144,0
2962,2962,4,NO,2,0
2963,2963,6,NO,187,0
2964,2964,6,NO,94,0
2965,2965,1,NO,2,0
2966,2966,5,NO,3887,0
2967,2967,1,NO,2,0
2968,2968,4,NO,81,0
2969,2969,1,NO,2,0
2970,2970,1,NO,174,0
2971,2971,4,NO,2,0
2972,2972,4,NO,138,0
2973,2973,4,NO,116,0
2974,2974,6,NO,149,0
2975,2975,4,NO,2,0
2976,2976,5,NO,143,0
2977,2977,5,NO,165,0
2978,2978,4,NO,11,0
2979,2979,4,NO,2,0
2980,2980,5,NO,166,0
2981,2981,1,NO,141,0
2982,2982,1,NO,85,0
2983,2983,1,NO,70,0
2984,2984,6,NO,473,0
2985,2985,1,NO,73,0
2986,2986,1,NO,68,0
2987,2987,4,NO,103,0
2988,2988,4,NO,2,0
2989,2989,5,NO,4007,0
2990,2990,5,NO,165,0
2991,2991,1,NO,2,0
2992,2992,5,NO,165,0
2993,2993,1,NO,86,0
2994,2994,7,NO,1507,0
2995,2995,4,NO,32,0
2996,2996,5,NO,175,0
2997,2997,1,NO,178,0
2998,2998,6,NO,778,0
2999,2999,6,NO,357,0
3000,3000,5,NO,144,0
3001,3001,4,NO,2,0
3002,3002,6,NO,638,0
3003,3003,4,NO,3,0
3004,3004,4,NO,10,0
3005,3005,5,NO,166,0
3006,3006,5,NO,3707,0
3007,3007,5,NO,3456,0
3008,3008,1,NO,81,0
3009,3009,1,NO,170,0
3010,3010,7,NO,558,0
3011,3011,4,NO,2,0
3012,3012,4,NO,73,0
3013,3013,4,NO,2,0
3014,3014,1,NO,81,0
3015,3015,4,NO,10,0
3016,3016,1,NO,188,0
3017,3017,1,NO,2,0
3018,3018,7,NO,1337,0
3019,3019,6,NO,550,0
3020,3020,6,NO,352,0
3021,3021,7,NO,86,0
3022,3022,4,NO,70,0
3023,3023,5,NO,382,0
3024,3024,1,NO,2,0
3025,3025,4,NO,15,0
3026,3026,3,NO,2,0
3027,3027,5,NO,3615,0
3028,3028,1,NO,144,0
3029,3029,1,NO,9,0
3030,3030,5,NO,399,0
3031,3031,4,NO,2,0
3032,3032,6,NO,403,0
3033,3033,7,NO,285,0
3034,3034,4,NO,2,0
3035,3035,5,NO,3556,0
3036,3036,1,NO,2,0
3037,3037,1,NO,2,0
3038,3038,6,NO,137,0
3039,3039,1,NO,2,0
3040,3040,5,NO,2236,0
3041,3041,6,NO,403,0
3042,3042,1,NO,2,0
3043,3043,6,NO,2,0
3044,3044,5,NO,166,0
3045,3045,5,NO,3838,0
3046,3046,1,NO,2,0
3047,3047,5,NO,600,0
3048,3048,6,NO,2,0
3049,3049,6,NO,384,0
3050,3050,1,NO,94,0
3051,3051,1,NO,2,0
3052,3052,6,NO,408,0
3053,3053,4,NO,3,0
3054,3054,4,NO,2,0
3055,3055,1,NO,114,0
3056,3056,5,NO,3804,0
3057,3057,6,NO,282,0
3058,3058,7,NO,389,0
3059,3059,6,NO,403,0
3060,3060,5,NO,144,0
3061,3061,1,NO,10,0
3062,3062,5,NO,3844,0
3063,3063,4,NO,33,0
3064,3064,1,NO,2,0
3065,3065,6,NO,10,0
3066,3066,4,NO,2,0
3067,3067,6,NO,390,0
3068,3068,6,NO,316,0
3069,3069,1,NO,217,0
3070,3070,1,NO,155,0
3071,3071,5,NO,166,0
3072,3072,5,NO,137,0
3073,3073,1,NO,2,0
3074,3074,1,NO,2,0
3075,3075,5,NO,3589,0
3076,3076,7,NO,3050,0
3077,3077,4,NO,3,0
3078,3078,5,NO,237,0
3079,3079,1,NO,2,0
3080,3080,6,NO,157,0
3081,3081,4,NO,2,0
3082,3082,4,NO,2,0
3083,3083,1,NO,2,0
3084,3084,4,NO,2,0
3085,3085,7,NO,11388,0
3086,3086,1,NO,103,0
3087,3087,6,NO,519,0
3088,3088,5,NO,4128,0
3089,3089,4,NO,87,0
3090,3090,6,NO,415,0
3091,3091,4,NO,2,0
3092,3092,1,NO,2,0
3093,3093,5,NO,143,0
3094,3094,1,NO,176,0
3095,3095,6,NO,679,0
3096,3096,6,NO,386,0
3097,3097,5,NO,244,0
3098,3098,4,NO,105,0
3099,3099,1,NO,68,0
3100,3100,4,NO,10,0
3101,3101,6,NO,211,0
3102,3102,1,NO,2,0
3103,3103,5,NO,166,0
3104,3104,6,NO,523,0
3105,3105,4,NO,12,0
3106,3106,4,NO,70,0
3107,3107,4,NO,5,0
3108,3108,1,NO,138,0
3109,3109,4,NO,212,0
3110,3110,1,NO,187,0
3111,3111,6,NO,11,0
3112,3112,1,NO,148,0
3113,3113,6,NO,425,0
3114,3114,4,NO,10,0
3115,3115,1,NO,149,0
3116,3116,1,NO,86,0
3117,3117,4,NO,2,0
3118,3118,1,NO,70,0
3119,3119,4,NO,138,0
3120,3120,4,NO,70,0
3121,3121,4,NO,2,0
3122,3122,7,NO,2363,0
3123,3123,5,NO,1945,0
3124,3124,6,NO,37235,0
3125,3125,1,NO,2,0
3126,3126,5,NO,166,0
3127,3127,1,NO,2,0
3128,3128,6,NO,960,0
3129,3129,5,NO,9184,0
3130,3130,4,NO,10,0
3131,3131,5,NO,3446,0
3132,3132,4,NO,2,0
3133,3133,1,NO,2,0
3134,3134,1,NO,2,0
3135,3135,1,NO,114,0
3136,3136,7,NO,283,0
3137,3137,1,NO,169,0
3138,3138,5,NO,288,0
3139,3139,4,NO,2,0
3140,3140,6,NO,360,0
3141,3141,4,NO,3,0
3142,3142,5,NO,165,0
3143,3143,7,NO,82,0
3144,3144,6,NO,143,0
3145,3145,4,NO,2,0
3146,3146,5,NO,234,0
3147,3147,1,NO,181,0
3148,3148,1,NO,2,0
3149,3149,6,NO,292,0
3150,3150,1,NO,2,0
3151,3151,1,NO,97,0
3152,3152,6,NO,2,0
3153,3153,1,NO,114,0
3154,3154,4,NO,86,0
3155,3155,6,NO,115,0
3156,3156,5,NO,2,0
3157,3157,5,NO,166,0
3158,3158,1,NO,91,0
3159,3159,4,NO,149,0
3160,3160,5,NO,144,0
3161,3161,1,NO,2,0
3162,3162,5,NO,2044,0
3163,3163,6,NO,166,0
3164,3164,1,NO,3,0
3165,3165,2,NO,2,0
3166,3166,5,NO,3564,0
3167,3167,1,NO,71,0
3168,3168,5,NO,1477,0
3169,3169,1,NO,2,0
3170,3170,1,NO,2,0
3171,3171,4,NO,150,0
3172,3172,5,NO,3640,0
3173,3173,1,NO,2,0
3174,3174,6,NO,321,0
3175,3175,5,NO,376,0
3176,3176,6,NO,509,0
3177,3177,5,NO,3985,0
3178,3178,4,NO,65,0
3179,3179,1,NO,2,0
3180,3180,7,NO,658,0
3181,3181,6,NO,10,0
3182,3182,5,NO,166,0
3183,3183,5,NO,144,0
3184,3184,6,NO,400,0
3185,3185,4,NO,2,0
3186,3186,5,NO,1094,0
3187,3187,5,NO,3415,0
3188,3188,1,NO,2,0
3189,3189,1,NO,2,0
3190,3190,4,NO,2,0
3191,3191,4,NO,10,0
3192,3192,1,NO,2,0
3193,3193,4,NO,68,0
3194,3194,4,NO,2,0
3195,3195,4,NO,10,0
3196,3196,1,NO,159,0
3197,3197,7,NO,5735,0
3198,3198,6,NO,10,0
3199,3199,5,NO,166,0
3200,3200,1,NO,101,0
3201,3201,6,NO,5134,0
3202,3202,5,NO,3614,0
3203,3203,4,NO,65,0
3204,3204,6,NO,353,0
3205,3205,4,NO,2,0
3206,3206,4,NO,2,0
3207,3207,4,NO,68,0
3208,3208,6,NO,335,0
3209,3209,1,NO,2,0
3210,3210,5,NO,5838,0
3211,3211,5,NO,149,0
3212,3212,6,NO,305,0
3213,3213,6,NO,180,0
3214,3214,4,NO,2,0
3215,3215,4,NO,2,0
3216,3216,4,NO,2,0
3217,3217,6,NO,218,0
3218,3218,7,NO,1284,0
3219,3219,3,NO,73,0
3220,3220,5,NO,483,0
3221,3221,4,NO,2,0
3222,3222,4,NO,68,0
3223,3223,5,NO,1455,0
3224,3224,5,NO,468,0
3225,3225,6,NO,532,0
3226,3226,1,NO,11,0
3227,3227,6,NO,584,0
3228,3228,1,NO,175,0
3229,3229,4,NO,10,0
3230,3230,4,NO,3,0
3231,3231,4,NO,2,0
3232,3232,4,NO,135,0
3233,3233,1,NO,149,0
3234,3234,5,NO,354,0
3235,3235,6,NO,268,0
3236,3236,1,NO,2,0
3237,3237,4,NO,68,0
3238,3238,6,NO,496,0
3239,3239,5,NO,4,0
3240,3240,5,NO,128,0
3241,3241,6,NO,352,0
3242,3242,7,NO,193,0
3243,3243,6,NO,422,0
3244,3244,4,NO,4,0
3245,3245,7,NO,200,0
3246,3246,6,NO,375,0
3247,3247,1,NO,77,0
3248,3248,3,NO,76,0
3249,3249,4,NO,4,0
3250,3250,6,NO,261,0
3251,3251,7,NO,1450,0
3252,3252,6,NO,515,0
3253,3253,4,NO,2,0
3254,3254,1,NO,2,0
3255,3255,4,NO,4,0
3256,3256,2,NO,2,0
3257,3257,6,NO,310,0
3258,3258,5,NO,310,0
3259,3259,2,NO,2,0
3260,3260,1,NO,2,0
3261,3261,1,NO,23,0
3262,3262,5,NO,309,0
3263,3263,1,NO,2,0
3264,3264,7,NO,387,0
3265,3265,7,NO,148,0
3266,3266,5,NO,159,0
3267,3267,4,NO,6,0
3268,3268,4,NO,2,0
3269,3269,1,NO,125,0
3270,3270,5,NO,1136,0
3271,3271,1,NO,2,0
3272,3272,1,NO,2,0
3273,3273,5,NO,3411,0
3274,3274,4,NO,2,0
3275,3275,6,NO,581,0
3276,3276,4,NO,2,0
3277,3277,4,NO,2,0
3278,3278,6,NO,505,0
3279,3279,4,NO,137,0
3280,3280,4,NO,140,0
3281,3281,7,NO,757,0
3282,3282,1,NO,2,0
3283,3283,1,NO,23,0
3284,3284,5,NO,2656,0
3285,3285,5,NO,1896,0
3286,3286,1,NO,2,0
3287,3287,1,NO,2,0
3288,3288,5,NO,657,0
3289,3289,6,NO,178,0
3290,3290,6,NO,403,0
3291,3291,6,NO,2,0
3292,3292,4,NO,10,0
3293,3293,4,NO,64,0
3294,3294,1,NO,10,0
3295,3295,1,NO,119,0
3296,3296,4,NO,2,0
3297,3297,1,NO,141,0
3298,3298,6,NO,556,0
3299,3299,4,NO,11,0
3300,3300,5,NO,305,0
3301,3301,1,NO,3,0
3302,3302,4,NO,2,0
3303,3303,7,NO,921,0
3304,3304,6,NO,161,0
3305,3305,4,NO,155,0
3306,3306,4,NO,2,0
3307,3307,5,NO,218,0
3308,3308,4,NO,91,0
3309,3309,4,NO,2,0
3310,3310,5,NO,143,0
3311,3311,4,NO,52,0
3312,3312,6,NO,71,0
3313,3313,1,NO,149,0
3314,3314,6,NO,373,0
3315,3315,6,NO,138,0
3316,3316,6,NO,376,0
3317,3317,5,NO,163,0
3318,3318,5,NO,4013,0
3319,3319,1,NO,149,0
3320,3320,4,NO,10,0
3321,3321,6,NO,303,0
3322,3322,1,NO,3,0
3323,3323,1,NO,2,0
3324,3324,4,NO,0,0
3325,3325,4,NO,2,0
3326,3326,4,NO,9,0
3327,3327,4,NO,2,0
3328,3328,6,NO,391,0
3329,3329,4,NO,2,0
3330,3330,5,NO,3600,0
3331,3331,1,NO,2,0
3332,3332,4,NO,10,0
3333,3333,1,NO,2,0
3334,3334,1,NO,2,0
3335,3335,5,NO,3643,0
3336,3336,4,NO,98,0
3337,3337,5,NO,3462,0
3338,3338,7,NO,524,0
3339,3339,5,NO,5962,0
3340,3340,7,NO,376,0
3341,3341,5,NO,132,0
3342,3342,1,NO,167,0
3343,3343,5,NO,3576,0
3344,3344,4,NO,2,0
3345,3345,1,NO,2,0
3346,3346,5,NO,3602,0
3347,3347,4,NO,71,0
3348,3348,4,NO,3,0
3349,3349,1,NO,2,0
3350,3350,4,NO,2,0
3351,3351,1,NO,136,0
3352,3352,4,NO,2,0
3353,3353,5,NO,166,0
3354,3354,3,NO,2,0
3355,3355,6,NO,438,0
3356,3356,1,NO,2,0
3357,3357,4,NO,77,0
3358,3358,4,NO,3,0
3359,3359,6,NO,2,0
3360,3360,6,NO,556,0
3361,3361,6,NO,1121,0
3362,3362,1,NO,2,0
3363,3363,4,NO,10,0
3364,3364,5,NO,166,0
3365,3365,6,NO,3,0
3366,3366,6,NO,385,0
3367,3367,7,NO,1689,0
3368,3368,7,NO,558,0
3369,3369,1,NO,2,0
3370,3370,1,NO,2,0
3371,3371,5,NO,7251,0
3372,3372,7,NO,981,0
3373,3373,1,NO,103,0
3374,3374,4,NO,0,0
3375,3375,6,NO,402,0
3376,3376,1,NO,86,0
3377,3377,5,NO,543,0
3378,3378,6,NO,321,0
3379,3379,6,NO,354,0
3380,3380,6,NO,281,0
3381,3381,6,NO,212,0
3382,3382,5,NO,3490,0
3383,3383,5,NO,1037,0
3384,3384,5,NO,166,0
3385,3385,1,NO,93,0
3386,3386,7,NO,453,0
3387,3387,4,NO,2,0
3388,3388,5,NO,70,0
3389,3389,5,NO,173,0
3390,3390,6,NO,231,0
3391,3391,5,NO,144,0
3392,3392,4,NO,2,0
3393,3393,4,NO,171,0
3394,3394,7,NO,176,0
3395,3395,4,NO,2,0
3396,3396,1,NO,2,0
3397,3397,5,NO,144,0
3398,3398,6,NO,478,0
3399,3399,4,NO,2,0
3400,3400,5,NO,133,0
3401,3401,4,NO,2,0
3402,3402,6,NO,122,0
3403,3403,4,NO,2,0
3404,3404,5,NO,153,0
3405,3405,7,NO,1787,0
3406,3406,4,NO,10,0
3407,3407,7,NO,1553,0
3408,3408,6,NO,417,0
3409,3409,5,NO,1438,0
3410,3410,1,NO,2,0
3411,3411,1,NO,10,0
3412,3412,5,NO,3435,0
3413,3413,7,NO,520,0
3414,3414,5,NO,165,0
3415,3415,4,NO,65,0
3416,3416,6,NO,284,0
3417,3417,6,NO,331,0
3418,3418,6,NO,321,0
3419,3419,5,NO,144,0
3420,3420,6,NO,469,0
3421,3421,6,NO,5102,0
3422,3422,5,NO,249,0
3423,3423,1,NO,171,0
3424,3424,5,NO,144,0
3425,3425,1,NO,2,0
3426,3426,5,NO,3904,0
3427,3427,6,NO,284,0
3428,3428,4,NO,87,0
3429,3429,7,NO,138,0
3430,3430,1,NO,143,0
3431,3431,4,NO,9,0
3432,3432,5,NO,166,0
3433,3433,3,NO,179,0
3434,3434,5,NO,2445,0
3435,3435,5,NO,361,0
3436,3436,5,NO,3581,0
3437,3437,5,NO,2268,0
3438,3438,1,NO,2,0
3439,3439,6,NO,336,0
3440,3440,2,NO,2,0
3441,3441,1,NO,2,0
3442,3442,4,NO,105,0
3443,3443,7,NO,759,0
3444,3444,6,NO,398,0
3445,3445,4,NO,68,0
3446,3446,4,NO,27,0
3447,3447,6,NO,22255,0
3448,3448,4,NO,68,0
3449,3449,2,NO,2,0
3450,3450,6,NO,282,0
3451,3451,7,NO,342,0
3452,3452,4,NO,2,0
3453,3453,6,NO,137,0
3454,3454,6,NO,354,0
3455,3455,5,NO,1093,0
3456,3456,1,NO,2,0
3457,3457,1,NO,2,0
3458,3458,2,NO,2,0
3459,3459,4,NO,57,0
3460,3460,5,NO,406,0
3461,3461,6,NO,509,0
3462,3462,6,NO,313,0
3463,3463,7,NO,1671,0
3464,3464,6,NO,337,0
3465,3465,4,NO,16,0
3466,3466,6,NO,2,0
3467,3467,1,NO,104,0
3468,3468,4,NO,2,0
3469,3469,6,NO,309,0
3470,3470,4,NO,86,0
3471,3471,4,NO,2,0
3472,3472,6,NO,360,0
3473,3473,1,NO,2,0
3474,3474,1,NO,2,0
3475,3475,5,NO,252,0
3476,3476,5,NO,3469,0
3477,3477,1,NO,11,0
3478,3478,4,NO,2,0
3479,3479,4,NO,2,0
3480,3480,4,NO,10,0
3481,3481,4,NO,113,0
3482,3482,6,NO,150,0
3483,3483,4,NO,2,0
3484,3484,4,NO,2,0
3485,3485,1,NO,70,0
3486,3486,5,NO,143,0
3487,3487,1,NO,2,0
3488,3488,6,NO,495,0
3489,3489,4,NO,68,0
3490,3490,5,NO,166,0
3491,3491,4,NO,10,0
3492,3492,6,NO,20,0
3493,3493,1,NO,85,0
3494,3494,1,NO,2,0
3495,3495,4,NO,68,0
3496,3496,5,NO,78,0
3497,3497,5,NO,242,0
3498,3498,4,NO,3,0
3499,3499,4,NO,2,0
3500,3500,6,NO,4,0
3501,3501,2,NO,2,0
3502,3502,4,NO,69,0
3503,3503,5,NO,144,0
3504,3504,6,NO,598,0
3505,3505,1,NO,166,0
3506,3506,4,NO,163,0
3507,3507,1,NO,2,0
3508,3508,5,NO,847,0
3509,3509,4,NO,70,0
3510,3510,4,NO,2,0
3511,3511,1,NO,2,0
3512,3512,1,NO,103,0
3513,3513,1,NO,74,0
3514,3514,6,NO,295,0
3515,3515,6,NO,313,0
3516,3516,4,NO,2,0
3517,3517,5,NO,166,0
3518,3518,7,NO,523,0
3519,3519,6,NO,356,0
3520,3520,5,NO,144,0
3521,3521,1,NO,11,0
3522,3522,6,NO,2,0
3523,3523,1,NO,65,0
3524,3524,4,NO,11,0
